,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
672,Joe Pavelski,22,C,SJS,46,14,14,28,4,18,9,5,0,3,8,6,0,111,12.6,691,15:02,3.4
673,Serge Payer,27,C,OTT,5,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,35,7:01,-0.1
674,Michael Peca,32,C,TOR,35,4,11,15,2,60,4,0,0,2,10,0,1,42,9.5,609,17:25,0.8
675,Rod Pelley,22,C,NJD,9,0,0,0,-3,0,0,0,0,0,0,0,0,8,0.0,99,11:00,-0.3
676,Ville Peltonen,33,LW,FLA,72,17,20,37,7,28,13,4,0,0,17,2,1,145,11.7,1182,16:25,3.5
677,Dustin Penner,24,RW,ANA,82,29,16,45,-2,58,20,9,0,5,9,7,0,204,14.2,1147,13:59,5.5
678,Alexander Perezhogin,23,RW,MTL,61,6,9,15,11,48,5,1,0,1,9,0,0,103,5.8,723,11:51,1.4
679,Joel Perrault,23,C,TOT,26,1,2,3,-7,14,1,0,0,0,2,0,0,31,3.2,264,10:08,-0.3
680,Joel Perrault,23,C,PHX,15,1,2,3,-3,14,1,0,0,0,2,0,0,18,5.6,172,11:29,0.0
681,Joel Perrault,23,C,STL,11,0,0,0,-4,0,0,0,0,0,0,0,0,13,0.0,91,8:19,-0.3
682,Yanic Perreault,35,C,TOT,66,21,17,38,-1,34,14,7,0,5,12,5,0,125,16.8,1026,15:33,4.1
683,Yanic Perreault,35,C,PHX,49,19,14,33,-2,30,12,7,0,5,9,5,0,101,18.8,861,17:35,3.7
684,Yanic Perreault,35,C,TOR,17,2,3,5,1,4,2,0,0,0,3,0,0,24,8.3,165,9:42,0.4
685,Eric Perrin,31,C,TBL,82,13,23,36,-7,30,10,2,1,0,16,5,2,151,8.6,1394,17:00,2.4
686,Corey Perry,21,RW,ANA,82,17,27,44,12,55,13,4,0,3,11,16,0,194,8.8,1022,12:28,4.9
687,Andrew Peters,26,LW,BUF,58,1,1,2,-1,125,1,0,0,0,1,0,0,19,5.3,219,3:46,-0.2
688,Toby Petersen,28,C,EDM,64,6,9,15,-18,4,4,0,2,1,8,1,0,92,6.5,875,13:40,0.2
689,Ronald Petrovicky,29,RW,PIT,31,3,3,6,4,28,3,0,0,1,3,0,0,27,11.1,259,8:20,0.6
690,Matt Pettinger,26,LW,WSH,64,16,16,32,-13,22,9,4,3,2,8,6,2,111,14.4,1081,16:53,2.5
691,Rich Peverley,24,C,NSH,13,0,1,1,-1,0,0,0,0,0,1,0,0,9,0.0,98,7:31,-0.1
692,Dion Phaneuf,21,D,CGY,79,17,33,50,10,98,4,13,0,4,15,18,0,230,7.4,2027,25:40,8.8
693,Chris Phillips,28,D,OTT,82,8,18,26,36,80,7,0,1,3,14,0,4,94,8.5,1833,22:22,6.8
694,Alexandre Picard,21,D,PHI,62,3,19,22,-19,17,2,1,0,0,13,6,0,56,5.4,1146,18:29,2.4
695,Alexandre Picard,21,LW,CBJ,23,0,1,1,-3,6,0,0,0,0,0,1,0,20,0.0,180,7:49,-0.3
696,Tuomas Pihlman,24,LW,NJD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,6:32,0.0
697,Fernando Pisani,30,RW,EDM,77,14,14,28,-1,40,11,2,1,0,11,2,1,142,9.9,1301,16:54,2.4
698,Joe Piskula,22,D,LAK,5,0,0,0,-3,6,0,0,0,0,0,0,0,4,0.0,50,9:59,-0.2
699,Joni Pitkanen,23,D,PHI,77,4,39,43,-25,88,3,1,0,0,20,17,2,137,2.9,1890,24:33,5.0
700,Geoff Platt,21,C,CBJ,26,4,5,9,1,10,4,0,0,0,4,1,0,40,10.0,262,10:04,1.0
701,Tomas Plekanec,24,C,MTL,81,20,27,47,10,36,13,5,2,1,16,9,2,150,13.3,1294,15:59,5.3
702,Tomas Plihal,23,C,SJS,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,29,9:44,0.0
703,Thomas Pock,25,D,NYR,44,4,4,8,-4,16,4,0,0,0,2,2,0,76,5.3,714,16:14,1.8
704,John Pohl,27,C,TOR,74,13,16,29,-4,10,10,3,0,1,12,4,0,105,12.4,840,11:21,2.4
705,Roman Polak,20,D,STL,19,0,0,0,-3,6,0,0,0,0,0,0,0,13,0.0,259,13:38,0.0
706,Vojtech Polak,21,LW,DAL,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,15,7:43,-0.1
707,Jason Pominville,24,RW,BUF,82,34,34,68,25,30,30,2,2,5,21,11,2,212,16.0,1428,17:25,8.1
708,Alexei Ponikarovsky,26,LW,TOR,71,21,24,45,8,63,15,6,0,1,19,5,0,198,10.6,1214,17:06,4.6
709,Mark Popovic,24,D,ATL,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,31,10:15,0.2
710,Brian Pothier,29,D,WSH,72,3,25,28,-11,44,1,2,0,0,12,13,0,118,2.5,1727,23:59,3.5
711,Tom Poti,29,D,NYI,78,6,38,44,-1,74,0,6,0,1,11,26,1,134,4.5,2006,25:43,6.3
712,Ryan Potulny,22,C,PHI,35,7,5,12,1,22,7,0,0,2,4,1,0,56,12.5,385,11:00,1.3
713,Benoit Pouliot,20,LW,MIN,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,6:58,-0.1
714,Marc Pouliot,21,C,EDM,46,4,7,11,-2,18,4,0,0,0,6,1,0,73,5.5,600,13:03,0.6
715,Nolan Pratt,31,D,TBL,81,1,7,8,0,44,1,0,0,0,6,0,1,30,3.3,1279,15:47,2.2
716,Tom Preissing,28,D,OTT,80,7,31,38,40,18,4,3,0,0,16,15,0,94,7.4,1220,15:15,8.1
717,Wayne Primeau,30,C,TOT,78,10,12,22,-17,111,6,2,2,3,11,1,0,107,9.3,1056,13:33,0.8
718,Wayne Primeau,30,C,BOS,51,7,8,15,-15,75,4,2,1,1,7,1,0,72,9.7,769,15:05,0.4
719,Wayne Primeau,30,C,CGY,27,3,4,7,-2,36,2,0,1,2,4,0,0,35,8.6,287,10:38,0.4
720,David Printz,26,D,PHI,12,0,0,0,-3,4,0,0,0,0,0,0,0,1,0.0,79,6:33,-0.2
721,Chris Pronger,32,D,ANA,66,13,46,59,27,69,5,8,0,2,18,28,0,166,7.8,1789,27:06,11.7
722,Vinny Prospal,31,C,TBL,82,14,41,55,-24,36,12,2,0,1,31,10,0,219,6.4,1563,19:04,3.5
723,Petr Prucha,24,C,NYR,79,22,18,40,-7,30,14,8,0,2,10,8,0,136,16.2,1027,13:00,4.4
724,Brandon Prust,22,C,CGY,10,0,0,0,1,25,0,0,0,0,0,0,0,1,0.0,61,6:03,-0.1
725,Konstantin Pushkarev,21,RW,LAK,16,2,2,4,-2,8,2,0,0,0,2,0,0,10,20.0,147,9:10,0.3
726,Taylor Pyatt,25,LW,VAN,76,23,14,37,5,42,14,9,0,4,12,2,0,150,15.3,1061,13:58,4.7
727,Kyle Quincey,21,D,DET,6,1,0,1,0,0,1,0,0,0,0,0,0,7,14.3,69,11:26,0.3
728,Deron Quint,30,D,NYI,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,53,10:34,0.0
729,Karel Rachunek,27,D,NYR,66,6,20,26,-9,38,1,4,1,1,9,11,0,99,6.1,1279,19:23,4.2
730,Branko Radivojevic,26,RW,MIN,82,11,13,24,-9,21,7,4,0,3,9,4,0,116,9.5,1064,12:59,1.7
731,Alexander Radulov,20,RW,NSH,64,18,19,37,19,26,13,5,0,4,13,6,0,96,18.8,745,11:38,4.9
732,Brian Rafalski,33,D,NJD,82,8,47,55,4,34,4,3,1,4,20,27,0,148,5.4,2090,25:29,10.4
733,Paul Ranger,22,D,TBL,72,4,24,28,5,42,4,0,0,2,18,5,1,90,4.4,1463,20:19,5.1
734,Erik Rasmussen,29,C,NJD,71,3,7,10,-3,25,3,0,0,0,7,0,0,80,3.8,672,9:28,0.3
735,Mike Rathje,32,D,PHI,18,0,1,1,-7,6,0,0,0,0,1,0,0,13,0.0,375,20:49,0.0
736,Marty Reasoner,29,C,EDM,72,6,14,20,-15,60,6,0,0,1,12,0,2,84,7.1,999,13:52,0.6
737,Mark Recchi,38,RW,PIT,82,24,44,68,1,62,10,14,0,3,30,13,1,190,12.6,1616,19:42,6.4
738,Wade Redden,29,D,OTT,64,7,29,36,1,50,3,4,0,3,14,15,0,122,5.7,1466,22:54,4.8
739,Richie Regehr,24,D,CGY,6,1,1,2,-1,0,0,1,0,0,0,1,0,4,25.0,52,8:44,0.3
740,Robyn Regehr,26,D,CGY,78,2,19,21,27,75,2,0,0,0,12,5,2,66,3.0,1709,21:55,5.4
741,Steve Regier,22,LW,NYI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:41,0.0
742,Jeremy Reich,27,C,BOS,32,0,1,1,-10,63,0,0,0,0,1,0,0,27,0.0,263,8:14,-0.7
743,Brandon Reid,25,C,VAN,3,0,0,0,-1,0,0,0,0,0,0,0,0,8,0.0,35,11:43,-0.1
744,Darren Reid,23,RW,PHI,14,0,0,0,-7,18,0,0,0,0,0,0,0,8,0.0,114,8:11,-0.5
745,Steve Reinprecht,30,C,PHX,49,9,24,33,-3,28,7,2,0,1,14,10,0,71,12.7,768,15:40,2.8
746,Erik Reitz,24,D,MIN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,11,10:36,0.1
747,Mike Ribeiro,26,C,DAL,81,18,41,59,3,22,12,6,0,3,20,21,0,111,16.2,1210,14:56,6.3
748,Mike Ricci,35,C,PHX,7,0,1,1,-1,4,0,0,0,0,1,0,0,4,0.0,69,9:54,-0.1
749,Brad Richards,26,C,TBL,82,25,45,70,-19,23,12,12,1,3,23,21,1,272,9.2,1977,24:07,5.6
750,Mike Richards,21,C,PHI,59,10,22,32,-12,52,5,1,4,3,17,5,0,130,7.7,1052,17:50,2.0
751,Brad Richardson,21,RW,COL,73,14,8,22,4,28,11,0,3,3,8,0,0,129,10.9,961,13:10,2.0
752,Luke Richardson,37,D,TBL,27,0,3,3,3,16,0,0,0,0,3,0,0,3,0.0,192,7:07,0.7
753,Danny Richmond,22,D,CHI,22,0,2,2,-1,48,0,0,0,0,2,0,0,13,0.0,271,12:20,0.4
754,Patrick Rissmiller,28,C,SJS,79,7,15,22,1,22,6,1,0,0,12,2,1,100,7.0,961,12:10,1.5
755,Byron Ritchie,29,C,CGY,64,8,6,14,3,68,7,0,1,0,5,0,1,46,17.4,625,9:46,1.1
756,Jamie Rivers,31,D,STL,31,1,3,4,-7,36,0,1,0,0,2,0,1,17,5.9,440,14:11,0.3
757,Craig Rivet,32,D,TOT,71,7,17,24,1,69,5,2,0,0,7,9,1,89,7.9,1537,21:39,5.2
758,Craig Rivet,32,D,MTL,54,6,10,16,-7,57,4,2,0,0,5,4,1,58,10.3,1137,21:04,3.1
759,Craig Rivet,32,D,SJS,17,1,7,8,8,12,1,0,0,0,2,5,0,31,3.2,400,23:31,2.1
760,Gary Roberts,40,LW,TOT,69,20,22,42,0,97,14,6,0,4,13,9,0,125,16.0,1154,16:43,4.1
761,Gary Roberts,40,LW,FLA,50,13,16,29,5,71,11,2,0,3,10,6,0,94,13.8,854,17:05,2.8
762,Gary Roberts,40,LW,PIT,19,7,6,13,-5,26,3,4,0,1,3,3,0,31,22.6,300,15:47,1.3
763,Stephane Robidas,29,D,DAL,75,0,17,17,-1,86,0,0,0,0,6,11,0,106,0.0,1355,18:04,4.1
764,Randy Robitaille,31,C,TOT,78,11,29,40,-6,44,8,3,0,1,23,6,0,120,9.2,1103,14:08,2.9
765,Randy Robitaille,31,C,NYI,50,6,17,23,-2,22,5,1,0,1,16,1,0,74,8.1,695,13:54,1.5
766,Randy Robitaille,31,C,PHI,28,5,12,17,-4,22,3,2,0,0,7,5,0,46,10.9,408,14:34,1.4
767,Travis Roche,28,D,PHX,50,6,13,19,2,22,4,2,0,1,6,7,0,32,18.8,851,17:01,3.6
768,Jeremy Roenick,37,C,PHX,70,11,17,28,-18,32,7,4,0,1,13,4,0,89,12.4,973,13:54,1.5
769,Brian Rolston,33,RW,MIN,78,31,33,64,6,46,17,13,1,6,11,21,1,305,10.2,1659,21:16,7.6
770,Aaron Rome,23,D,ANA,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,14:31,-0.1
771,Allan Rourke,26,D,NYI,11,0,1,1,0,4,0,0,0,0,1,0,0,1,0.0,117,10:40,0.2
772,Andre Roy,31,RW,TOT,56,1,2,3,-4,128,1,0,0,0,2,0,0,15,6.7,250,4:27,-0.2
773,Andre Roy,31,RW,TBL,51,1,2,3,-3,116,1,0,0,0,2,0,0,14,7.1,234,4:35,-0.1
774,Andre Roy,31,RW,PIT,5,0,0,0,-1,12,0,0,0,0,0,0,0,1,0.0,16,3:12,-0.1
775,Derek Roy,23,C,BUF,75,21,42,63,37,60,14,6,1,3,33,8,1,130,16.2,1385,18:28,6.8
776,Mathieu Roy,23,D,EDM,16,2,0,2,-7,30,2,0,0,0,0,0,0,18,11.1,226,14:06,0.2
777,Michal Rozsival,28,D,NYR,80,10,30,40,10,52,3,7,0,3,15,13,2,104,9.6,1902,23:46,8.3
778,Steve Rucchin,35,C,ATL,47,5,16,21,-4,14,4,1,0,1,12,3,1,56,8.9,862,18:20,0.9
779,Martin Rucinsky,35,LW,STL,52,12,21,33,-3,48,8,4,0,3,14,7,0,96,12.5,870,16:43,2.9
780,Mike Rupp,27,RW,NJD,76,6,3,9,-10,92,6,0,0,1,2,1,0,60,10.0,490,6:27,0.4
781,Jarkko Ruutu,31,LW,PIT,81,7,9,16,0,125,7,0,0,2,9,0,0,63,11.1,756,9:20,0.9
782,Tuomo Ruutu,23,C,CHI,71,17,21,38,4,95,16,1,0,1,14,7,0,115,14.8,1232,17:21,3.8
783,Stefan Ruzicka,21,RW,PHI,40,3,10,13,-6,18,2,1,0,0,7,3,0,75,4.0,509,12:44,0.5
784,Michael Ryan,26,C,BUF,19,3,2,5,-8,2,2,0,1,0,2,0,0,34,8.8,260,13:40,-0.1
785,Mark Rycroft,28,RW,COL,66,6,6,12,3,31,6,0,0,2,6,0,0,74,8.1,622,9:25,0.8
786,Michael Ryder,26,RW,MTL,82,30,28,58,-25,60,11,17,2,3,11,17,0,221,13.6,1335,16:17,6.0
787,Rick Rypien,22,C,VAN,2,0,0,0,0,5,0,0,0,0,0,0,0,0,,10,4:46,0.0
788,Joe Sakic,37,C,COL,82,36,64,100,2,46,20,16,0,4,37,27,0,258,14.0,1655,20:11,10.8
789,Ruslan Salei,32,D,FLA,82,6,26,32,-13,102,4,2,0,0,8,18,0,148,4.1,1913,23:20,4.1
790,Tony Salmelainen,25,LW,CHI,57,6,11,17,-3,26,6,0,0,1,10,1,0,54,11.1,563,9:52,1.3
791,Sami Salo,32,D,VAN,67,14,23,37,21,26,9,5,0,6,10,13,0,143,9.8,1437,21:27,9.1
792,Bryce Salvador,30,D,STL,64,2,5,7,-5,55,2,0,0,0,5,0,0,40,5.0,1263,19:44,1.5
793,Sergei Samsonov,28,LW,MTL,63,9,17,26,-4,10,9,0,0,0,13,4,0,114,7.9,881,13:59,2.0
794,Mikael Samuelsson,30,RW,DET,53,14,20,34,1,28,8,6,0,2,12,8,0,189,7.4,803,15:09,3.6
795,Geoff Sanderson,34,LW,PHI,58,11,18,29,-16,44,8,3,0,2,13,4,1,143,7.7,811,13:59,2.1
796,Tommi Santala,27,C,VAN,30,1,5,6,0,24,1,0,0,0,5,0,0,20,5.0,221,7:22,0.4
797,Oleg Saprykin,25,LW,TOT,71,15,21,36,5,58,13,2,0,2,19,2,0,150,10.0,885,12:28,3.8
798,Oleg Saprykin,25,LW,PHX,59,14,20,34,8,54,12,2,0,2,18,2,0,135,10.4,796,13:29,3.8
799,Oleg Saprykin,25,LW,OTT,12,1,1,2,-3,4,1,0,0,0,1,0,0,15,6.7,89,7:25,0.0
800,Cory Sarich,28,D,TBL,82,0,15,15,-6,70,0,0,0,0,14,0,1,64,0.0,1485,18:07,2.5
801,Miroslav Satan,32,RW,NYI,81,27,32,59,-12,46,19,7,1,2,18,14,0,216,12.5,1505,18:35,5.3
802,Kurt Sauer,26,D,COL,48,0,6,6,-3,24,0,0,0,0,5,0,1,29,0.0,880,18:20,1.0
803,Marc Savard,29,C,BOS,82,22,74,96,-19,96,11,10,1,3,35,39,0,221,10.0,1658,20:13,8.7
804,Dave Scatchard,30,C,PHX,46,3,5,8,-18,72,3,0,0,1,4,0,1,77,3.9,622,13:31,-0.7
805,Peter Schaefer,29,LW,OTT,77,12,34,46,7,32,7,5,0,2,25,8,1,132,9.1,1288,16:44,3.5
806,Mathieu Schneider,37,D,DET,68,11,41,52,12,66,8,2,1,2,12,29,0,184,6.0,1603,23:35,9.1
807,Rob Schremp,20,C,EDM,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,13:50,0.0
808,Christoph Schubert,24,D,OTT,80,8,17,25,30,56,7,1,0,1,16,1,0,97,8.2,898,11:13,6.0
809,Jeff Schultz,20,D,WSH,38,0,3,3,5,16,0,0,0,0,3,0,0,22,0.0,692,18:13,1.1
810,Jesse Schultz,24,RW,VAN,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,20,10:09,0.0
811,Nick Schultz,24,D,MIN,82,2,10,12,0,42,2,0,0,1,10,0,0,69,2.9,1657,20:13,4.2
812,Rob Scuderi,28,D,PIT,78,1,10,11,3,28,1,0,0,0,9,0,1,31,3.2,1467,18:49,2.6
813,Brent Seabrook,21,D,CHI,81,4,20,24,-6,104,4,0,0,0,14,4,2,144,2.8,1683,20:46,4.3
814,Daniel Sedin,26,LW,VAN,81,36,48,84,19,36,20,16,0,8,30,18,0,236,15.3,1463,18:04,10.7
815,Henrik Sedin,26,C,VAN,82,10,71,81,19,66,9,1,0,2,37,34,0,134,7.5,1511,18:26,7.7
816,Dennis Seidenberg,25,D,TOT,52,2,6,8,-16,18,2,0,0,0,6,0,0,83,2.4,841,16:10,0.6
817,Dennis Seidenberg,25,D,PHX,32,1,1,2,-4,16,1,0,0,0,1,0,0,36,2.8,471,14:43,0.5
818,Dennis Seidenberg,25,D,CAR,20,1,5,6,-12,2,1,0,0,0,5,0,0,47,2.1,370,18:29,0.1
819,Peter Sejna,27,LW,STL,22,3,1,4,2,4,3,0,0,0,1,0,0,34,8.8,220,10:00,0.4
820,Andrej Sekera,20,D,BUF,2,0,0,0,1,2,0,0,0,0,0,0,0,0,,15,7:31,0.1
821,Teemu Selanne,36,RW,ANA,82,48,46,94,26,82,23,25,0,10,23,23,0,257,18.7,1451,17:42,13.0
822,Alexei Semenov,25,D,FLA,23,0,5,5,9,28,0,0,0,0,4,1,0,23,0.0,285,12:22,1.4
823,Alexander Semin,22,LW,WSH,77,38,35,73,-7,90,21,17,0,6,14,21,0,243,15.6,1417,18:24,8.8
824,Brendan Shanahan,38,LW,NYR,67,29,33,62,2,47,12,14,3,3,15,17,1,295,9.8,1328,19:49,7.2
825,Ryan Shannon,23,RW,ANA,53,2,9,11,-2,10,2,0,0,0,9,0,0,77,2.6,564,10:39,0.3
826,Patrick Sharp,25,RW,CHI,80,20,15,35,-15,74,12,5,3,1,14,0,1,160,12.5,1366,17:04,2.8
827,Jody Shelley,30,LW,CBJ,72,1,1,2,-6,125,1,0,0,0,1,0,0,32,3.1,350,4:52,-0.5
828,Jonathan Sigalet,20,D,BOS,1,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,15,14:41,-0.1
829,Mike Sillinger,35,C,NYI,82,26,33,59,5,46,13,11,2,3,20,12,1,152,17.1,1584,19:19,5.8
830,Jon Sim,29,LW,ATL,77,17,12,29,-1,60,15,2,0,1,11,1,0,141,12.1,904,11:45,3.1
831,Chris Simon,35,LW,NYI,67,10,17,27,17,75,8,2,0,0,15,2,0,82,12.2,737,11:00,3.0
832,Fredrik Sjostrom,23,RW,PHX,78,9,9,18,-11,48,7,2,0,1,9,0,0,125,7.2,1101,14:07,0.4
833,Martin Skoula,27,D,MIN,81,0,15,15,9,36,0,0,0,0,14,1,0,91,0.0,1639,20:14,4.9
834,Karlis Skrastins,32,D,COL,68,0,11,11,0,30,0,0,0,0,11,0,0,65,0.0,1443,21:14,2.1
835,Jim Slater,24,C,ATL,74,5,14,19,8,62,5,0,0,2,13,1,0,90,5.6,757,10:14,1.4
836,Ladislav Smid,20,D,EDM,77,3,7,10,-16,37,3,0,0,0,6,1,0,53,5.7,1481,19:14,2.6
837,Jason Smith,33,D,EDM,82,2,9,11,-13,103,2,0,0,1,9,0,0,61,3.3,1733,21:08,3.3
838,Mark Smith,29,C,SJS,41,3,10,13,-4,42,1,2,0,0,8,2,0,38,7.9,427,10:25,0.8
839,Nathan Smith,24,C,VAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:45,0.0
840,Wyatt Smith,29,C,MIN,61,3,3,6,-8,16,2,1,0,0,3,0,0,44,6.8,580,9:31,-0.3
841,Jerred Smithson,27,C,NSH,64,5,7,12,-8,42,3,1,1,2,7,0,0,47,10.6,707,11:03,0.0
842,Bryan Smolinski,35,C,TOT,82,18,26,44,7,37,8,6,4,3,19,6,1,163,11.0,1475,17:59,4.2
843,Bryan Smolinski,35,C,CHI,62,14,23,37,10,29,7,4,3,3,16,6,1,122,11.5,1153,18:36,3.7
844,Bryan Smolinski,35,C,VAN,20,4,3,7,-3,8,1,2,1,0,3,0,0,41,9.8,322,16:06,0.5
845,Ryan Smyth,30,LW,TOT,71,36,32,68,2,52,20,15,1,5,24,7,1,210,17.1,1472,20:44,8.4
846,Ryan Smyth,30,LW,EDM,53,31,22,53,2,38,16,14,1,5,18,4,0,161,19.3,1068,20:09,7.2
847,Ryan Smyth,30,LW,NYI,18,5,10,15,0,14,4,1,0,0,6,3,1,49,10.2,404,22:26,1.2
848,Brent Sopel,30,D,TOT,64,5,23,28,2,24,3,2,0,2,16,6,1,131,3.8,1297,20:16,5.1
849,Brent Sopel,30,D,LAK,44,4,19,23,2,14,2,2,0,2,13,5,1,104,3.8,929,21:06,3.9
850,Brent Sopel,30,D,VAN,20,1,4,5,0,10,1,0,0,0,3,1,0,27,3.7,368,18:25,1.2
851,Sheldon Souray,30,D,MTL,81,26,38,64,-28,135,6,19,1,6,7,29,2,224,11.6,1878,23:11,9.5
852,Jaroslav Spacek,32,D,BUF,65,5,16,21,20,62,4,1,0,2,8,8,0,78,6.4,1245,19:09,4.1
853,Jason Spezza,23,C,OTT,67,34,53,87,19,45,20,13,1,5,32,20,1,162,21.0,1292,19:17,10.4
854,Janis Sprukts,25,C,FLA,13,1,2,3,1,2,1,0,0,0,1,1,0,10,10.0,82,6:19,0.3
855,Martin St. Louis,31,RW,TBL,82,43,59,102,7,28,24,14,5,7,37,16,6,273,15.8,1981,24:09,11.8
856,Martin St. Pierre,23,C,CHI,14,1,3,4,-3,8,0,1,0,0,3,0,0,13,7.7,175,12:29,0.1
857,Eric Staal,22,C,CAR,82,30,40,70,-6,68,17,12,1,1,26,14,0,288,10.4,1650,20:08,7.1
858,Jordan Staal,18,C,PIT,81,29,13,42,16,24,18,4,7,4,9,2,2,131,22.1,1210,14:56,5.6
859,Drew Stafford,21,RW,BUF,41,13,14,27,5,33,10,3,0,3,13,1,0,67,19.4,539,13:08,3.0
860,Steve Staios,33,D,EDM,58,2,15,17,-5,97,2,0,0,0,13,2,0,71,2.8,1240,21:23,3.7
861,Matt Stajan,23,C,TOR,82,10,29,39,3,44,8,1,1,1,23,6,0,132,7.6,1324,16:09,2.4
862,Paul Stastny,21,C,COL,82,28,50,78,4,42,17,11,0,6,29,20,1,185,15.1,1490,18:10,8.1
863,Yan Stastny,24,C,BOS,21,0,2,2,-3,19,0,0,0,0,2,0,0,7,0.0,157,7:28,-0.2
864,David Steckel,24,LW,WSH,5,0,0,0,-2,2,0,0,0,0,0,0,0,4,0.0,62,12:26,-0.2
865,Alex Steen,22,C,TOR,82,15,20,35,5,26,11,4,0,5,16,3,1,192,7.8,1287,15:42,2.7
866,Patrik Stefan,26,C,DAL,41,5,6,11,5,10,4,0,1,1,6,0,0,41,12.2,501,12:13,1.1
867,Lee Stempniak,23,RW,STL,82,27,25,52,-2,33,19,8,0,4,14,11,0,166,16.3,1207,14:43,5.8
868,Shay Stephenson,23,LW,LAK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,7:19,0.0
869,Anthony Stewart,22,C,FLA,10,0,1,1,1,2,0,0,0,0,1,0,0,8,0.0,69,6:51,0.0
870,Karl Stewart,23,LW,TOT,47,2,3,5,-5,47,1,0,1,0,3,0,0,21,9.5,407,8:40,-0.2
871,Karl Stewart,23,LW,CHI,37,2,3,5,-2,43,1,0,1,0,3,0,0,19,10.5,347,9:22,0.0
872,Karl Stewart,23,LW,TBL,7,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,50,7:10,-0.2
873,Karl Stewart,23,LW,PIT,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,,10,3:23,-0.1
874,Cory Stillman,33,LW,CAR,43,5,22,27,-8,24,4,1,0,0,10,12,0,85,5.9,749,17:25,1.7
875,Jarret Stoll,24,C,EDM,51,13,26,39,2,48,6,6,1,2,14,11,1,115,11.3,928,18:12,4.1
876,Zack Stortini,21,RW,EDM,29,1,0,1,-7,105,1,0,0,0,0,0,0,17,5.9,207,7:09,-0.4
877,Martin Straka,34,C,NYR,77,29,41,70,16,24,21,8,0,6,20,20,1,165,17.6,1536,19:57,8.2
878,Mark Streit,29,D,MTL,76,10,26,36,-5,14,7,2,1,1,14,12,0,102,9.8,1065,14:01,5.7
879,Jason Strudwick,31,D,NYR,8,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,109,13:40,0.1
880,Brad Stuart,27,D,TOT,75,7,15,22,-10,44,6,1,0,2,13,1,1,109,6.4,1716,22:53,3.8
881,Brad Stuart,27,D,BOS,48,7,10,17,-22,26,6,1,0,2,8,1,1,74,9.5,1100,22:55,2.0
882,Brad Stuart,27,D,CGY,27,0,5,5,12,18,0,0,0,0,5,0,0,35,0.0,616,22:48,1.8
883,Mark Stuart,22,D,BOS,15,0,1,1,7,14,0,0,0,0,1,0,0,4,0.0,156,10:23,0.8
884,Jozef Stumpel,34,C,FLA,73,23,34,57,2,22,12,9,2,4,18,16,0,131,17.6,1396,19:07,5.6
885,Marco Sturm,28,LW,BOS,76,27,17,44,-24,46,15,10,2,1,9,8,0,224,12.1,1413,18:36,4.1
886,Alexander Suglobov,25,RW,TOR,14,0,0,0,-6,4,0,0,0,0,0,0,0,17,0.0,104,7:25,-0.5
887,Steve Sullivan,32,RW,NSH,57,22,38,60,16,20,13,6,3,4,20,17,1,122,18.0,1107,19:25,6.9
888,Mats Sundin,35,C,TOR,75,27,49,76,-2,62,20,6,1,3,21,28,0,321,8.4,1535,20:28,7.3
889,Ryan Suter,22,D,NSH,82,8,16,24,10,54,7,1,0,0,6,8,2,87,9.2,1652,20:09,5.4
890,Brian Sutherby,24,C,WSH,69,7,10,17,-9,78,6,1,0,0,10,0,0,87,8.0,945,13:41,0.3
891,Andy Sutton,31,D,ATL,55,2,14,16,6,76,1,0,1,0,13,1,0,51,3.9,1070,19:28,3.1
892,Marek Svatos,24,RW,COL,66,15,15,30,1,46,7,8,0,2,12,3,0,179,8.4,825,12:30,3.1
893,Alexander Svitov,24,C,CBJ,76,7,11,18,-10,145,6,1,0,2,8,3,0,83,8.4,1047,13:47,0.5
894,Darryl Sydor,34,D,DAL,74,5,16,21,-4,36,3,2,0,1,12,4,0,75,6.7,1491,20:09,5.0
895,Petr Sykora,30,C,EDM,82,22,31,53,-20,40,16,6,0,6,12,19,0,206,10.7,1366,16:40,4.9
